0,true,prediction by hmm,prediction with our model,sentence
836,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['formed', 'in', 'the', 'wake', 'of', 'the', '1972', 'stockholm', 'conference', ',', 'unep', 'soon', 'spawned', 'the', 'global', 'environment', 'monitoring', 'system', '(', 'gems', ')', 'as', 'well', 'as', 'an', 'international', 'register', 'of', 'potentially', 'toxic', 'chemicals', 'and', 'a', 'global', 'network', 'of', 'sources', 'to', 'locate', 'and', 'provide', 'technical', ',', 'scientific', 'and', 'management', 'information', 'on', 'the', 'environment', '.']"
837,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['it', ""'s"", 'right', 'that', 'the', 'guildford', 'four', 'have', 'told', 'their', 'stories', 'now', 'to', 'grant', 'mckee', 'and', 'ros', 'franey', 'and', 'first', 'tuesday', ',', 'the', 'programme', 'and', 'the', 'producers', 'who', 'dug', 'away', ',', 'and', 'did', 'much', 'to', 'keep', 'the', 'case', 'alive', '.']"
838,"[0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","['to', 'want', 'to', 'go', 'home', '?']"
839,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['do', 'you', 'think', 'music', 'in', 'the', 'background', 'sort', 'of', ',', 'do', 'all', 'the', 'lyrics', 'as', 'well', '.']"
840,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['he', 'clipped', 'the', 'lead', 'on', 'to', 'the', 'dog', 'with', 'cold', 'hands', 'which', 'would', 'hardly', 'function', ',', 'and', 'let', 'her', 'pull', 'him', 'up', 'the', 'slope', 'as', 'fast', 'as', 'he', 'could', 'make', 'his', 'legs', 'move', '.']"
841,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'chernobyl', 'disaster', 'caused', 'environmental', 'damage', 'across', 'europe', ';']"
842,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['what', 'we', 'do', 'with', 'all', 'the', 'money', ',', 'and', 'you', 'find', 'out', 'who', ""'s"", 'doing', 'what', ',', 'and', 'who', ""'s"", 'doing', 'you', 'know', '?']"
843,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['the', 'first', 'of', 'these', 'was', 'written', 'in', '1928', 'and', 'they', 'number', 'about', '150', '.']"
844,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","['same', 'as', 'we', ""'ve"", 'got', 'at', 'home', '.']"
845,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['david', 'jacobs', 'also', 'points', 'out', 'that', 'the', 'cost', 'of', 'hiring', 'a', 'stage-coach', 'is', 'now', 'prohibitive', '.']"
846,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]","['mind', 'i', 'saw', 'them', 'in', 'tt', 'they', 'were', 'the', 'same', 'price', 'in', 'erm', 'you', 'ca', ""n't"", 'go', 'wrong', 'and', 'tt', 'the', 'place', 'opposite', 'woolworths', 'in', 'caerphilly']"
847,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['he', 'thought', ',', 'i', 'know', 'what', 'my', 'idea', 'of', 'heaven', 'would', 'be', ',', 'if', 'by', 'heaven', 'we', 'mean', 'a', 'place', 'of', 'bliss', 'in', 'which', 'to', 'pass', 'eternity', ':', 'a', 'sanctuary', 'where', 'one', 'might', 'chain-smoke', 'without', 'impairment', 'of', 'breathing', ',', 'destruction', 'of', 'the', 'lungs', 'or', 'damage', 'to', 'the', 'heart', ',', 'light', 'each', 'fresh', 'cigarette', 'from', 'the', 'glowing', 'butt', 'of', 'its', 'predecessor', ',', 'and', 'drink', 'ice-free', 'but', 'hundred-proof', 'chilled', 'vodka', 'laced', 'with', 'two', 'drops', 'of', 'angostura', 'and', 'a', 'gill', 'of', 'newly', 'opened', 'perrier', 'endlessly', ',', 'with', 'increasing', 'euphoria', 'until', 'a', 'peak', 'of', 'joy', 'and', 'ease', 'was', 'reached', 'but', 'without', 'any', 'sub-sequent', 'nausea', 'or', 'pain', 'or', 'dehydration', 'or', 'oblivion']"
848,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', ""'m"", 'sorry', 'you', ""'re"", 'disappointed', ',', 'she', 'had', 'said', 'to', 'penelope', ',', 'but', 'after', 'all', 'there', ""'s"", 'a', 'lot', 'of', 'money', ',', 'quite', 'enough', 'for', 'both', 'of', 'us', '.']"
849,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","['it', 'is', 'easy', 'to', 'present', 'the', 'relevant', 'equations', ';', 'we', 'have', 'all', 'of', 'eqns', '(', '1.1', ')', '-(1.7)', 'but', 'have', 'to', 'substitute', 'a/at', '=', 'o', ',', 'yielding', 'formula', '.']"
850,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['in', 'addition', ',', 'the', 'police', 'were', 'well', 'prepared', ',', 'stimulated', 'largely', 'by', 'implementing', 'a', 'plan', 'designed', 'more', 'to', 'cope', 'with', 'an', 'emergency', 'at', 'the', 'nearby', 'toronto', 'international', 'airport', 'than', 'for', 'the', 'event', 'in', 'question', '.']"
851,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['his', 'dead', 'brother', ',', 'vincent', 'van', 'gogh', ',', 'had', 'been', 'born', 'on', 'march', '30th', '1852', '.']"
852,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'wo', ""n't"", 'be', 'able', 'to', 'see', 'it', '.']"
853,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['your', 'travel', 'case', 'reminded', 'me', 'of', 'it', 'when', 'we', 'left', 'the', 'hotel', '.']"
854,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","['see', 'look', '!']"
855,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","['the', 'uk', 'esrc', 'supported', 'the', 'work', 'of', 'the', 'south', 'east', 'regional', 'research', 'laboratory', 'in', 'birkbeck', 'college', ',', 'university', 'of', 'london', ',', 'from', 'which', 'this', 'review', 'has', 'grown', '.']"
856,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['beneath', 'the', 'filmy', 'topcoat', 'he', 'wore', 'a', 'black', 'shirt', 'and', 'black', 'trousers', 'that', 'were', 'tucked', 'into', 'tall', 'black', 'boots', '.']"
857,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['something', 'about', 'the', 'factors', 'which', 'influence', 'multi-nat', 'location', 'decisions', '.']"
858,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['that', ""'s"", 'how', 'many', 'east', 'germans', 'we', 'deported', 'into', 'the', 'soviet', 'union', 'after', 'the', 'war', '.']"
859,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","['do', 'you', 'wan', 'na', 'be', 'my', 'bridesmaid', '?']"
860,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","['knock', 'and', 'shove', 'me', 'but', 'i', 'always', 'get', 'in', 'the', 'way', '.']"
861,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]","['steel-maitland', ',', 'boraston', ',', 'jenkins', 'and', 'fraser', 'made', 'up', 'a', 'team', 'of', 'experts', ',', 'all', 'of', 'sufficient', 'status', 'to', 'deal', 'with', 'politicians', 'who', 'might', 'call', 'into', 'the', 'office', ';', 'the', 'work', 'of', 'the', 'office', 'was', 'departmentalized', 'for', 'the', 'first', 'time', 'and', 'the', 'heads', 'of', 'department', 'brought', 'together', 'into', 'a', 'supervising', 'board', '.']"
862,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['he', 'scrubbed', 'at', 'his', 'face', 'with', 'the', 'handkerchief', 'she', 'offered', 'and', 'gulped', 'for', 'air', '.']"
863,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","['i', 'know', 'what', 'you', 'mean', '.']"
864,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['in', 'september', '1988', 'mrs', 'bujok', 'laid', 'an', 'information', 'against', 'the', 'council', 'alleging', 'the', 'existence', 'and', 'continuance', 'of', 'a', 'statutory', 'nuisance', 'under', 'section', '92(1)', 'of', 'the', 'public', 'health', 'act', '1936', '.']"
865,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['nevertheless', ',', 'the', 'high', 'proportion', 'of', 'inner', 'urban', 'populations', 'composed', 'of', 'people', 'from', 'ethnic', 'minorities', ',', 'and', 'the', 'high', 'incidence', 'among', 'these', 'groups', 'of', 'all', 'the', 'indices', 'of', 'poverty', 'and', 'social', 'and', 'environmental', 'hardship', 'combined', 'with', 'the', 'specific', 'problem', 'of', 'inter-racial', 'rivalry', ',', 'harassment', ',', 'and', 'tension', 'make', 'race', 'and', 'ethnicity', 'an', 'aspect', 'that', 'is', 'central', 'to', 'any', 'analysis', 'of', 'the', 'inner', 'cities', 'and', 'of', 'any', 'ameliorative', 'approach', '.']"
866,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['a', 'number', 'of', 'priority', 'areas', 'were', 'identified', ',', 'including', 'biotopes', 'of', 'importance', 'for', 'nature', 'conservation', ',', 'acid', 'deposition', 'and', 'its', 'effects', 'on', 'soils', 'and', 'biotopes', 'and', 'the', 'protection', 'of', 'the', 'environment', 'of', 'the', 'mediterranean', 'region', '(', 'briggs', 'and', 'martin', '1988', ')', '.']"
867,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","['(', 'she', 'pleads', 'not', 'guilty', '.', ')']"
868,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['zeigler', 'et', 'al.', '(', '1983', ')', 'should', 'be', 'consulted', 'for', 'material', 'relating', 'to', 'evacuation', 'behaviour', 'in', 'the', 'wake', 'of', 'the', 'incident', 'at', 'three', 'mile', 'island', '.']"
869,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['all', 'too', 'often', ',', 'as', 'the', 'experience', 'of', 'many', 'mature', 'applications', 'indicates', ',', 'technical', 'and', 'data-related', 'matters', 'dominate', 'the', 'system', 'development', 'phase', 'and', 'technically', 'elegant', 'solutions', 'are', 'devised', 'which', 'fail', 'to', 'take', 'enough', 'account', 'of', 'user', 'needs', 'and', 'capabilities', '.']"
870,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['mind', 'you', ',', 'it', 'might', 'be', 'too', 'complicated', '!']"
871,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['in', '1936', ',', 'three', 'years', 'before', 'aaron', 'copland', ',', 'thomson', 'started', 'writing', 'film', 'scores', 'which', 'were', 'a', 'model', 'of', 'unobtrusive', 'clarity', 'and', 'pertinence', ',', 'combining', 'american', 'materials', 'to', 'suit', 'documentaries', 'such', 'as', 'the', 'plow', 'that', 'broke', 'the', 'plains', 'and', 'the', 'river', 'with', 'the', 'musique', ""d'ameublement"", 'approach', 'of', 'satie', '.']"
872,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","['but', 'at', 'least', ',', 'he', 'thought', 'as', 'he', 'gave', 'a', 'final', 'wave', ',', 'she', 'had', ""n't"", 'asked', 'him', 'whether', 'he', 'had', 'come', 'to', 'norfolk', 'to', 'help', 'catch', 'the', 'whistler', '.']"
873,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","['the', 'husband-and-wife', 'partnership', 'behind', 'such', 'classics', 'as', 'the', 'jolly', 'postman', ',', 'burglar', 'bill', 'and', 'the', 'baby', ""'s"", 'catalogue', 'win', 'children', 'over', 'with', 'ripping', 'yarns', 'and', 'a', 'wicked', 'sense', 'of', 'humour', '.']"
874,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['the', 'jury', 'should', 'answer', 'this', 'by', 'drawing', 'inferences', 'from', 'the', 'evidence', 'in', 'the', 'case', 'and', 'from', 'the', 'surrounding', 'circumstances', '.']"
